Gene Z_eqtl p_eqtl Z_twas p_twas newLfdr
A1BG 0.825112224307588 0.409307880189171 -1.29373064445664 0.195758476405907 0.999999999994107
A2M -1.50369457621318 0.132660026409731 0.377453979358751 0.705836258521711 0.999999999999527
A3GALT2 1.14807668331359 0.250936908812115 -0.102634213864803 0.918253287480102 0.999999999999973
A4GALT 0.0456827348003984 0.963563125074901 1.06675890945493 0.286080718006997 0.9999999999999
A4GNT -0.445033354562514 0.656295649992742 -0.548530764390636 0.583327511134508 0.999999999999985
AAAS -0.778216564840961 0.436441352969634 -1.26417744159699 0.206166345710855 0.999999999995922
AACS -1.01768012655228 0.308829994746161 -1.2268617324793 0.219874563657768 0.99999999999105
AADAC 0.828222306927318 0.407544613032156 0.410790234804153 0.681226354232712 0.999999999999966
AADAT 0.106234086427498 0.915396626900794 -0.0816284846624075 0.934942149390432 0.999999999999999
AAGAB -1.16265432596548 0.244969779750469 0.85486406626547 0.392626405716512 0.999999999998137
AAMDC -1.91124542566291 0.0559730487427347 1.74515711978613 0.0809575230379852 0.999999992448209
AAMP -0.332131182227063 0.739790205292485 0.271939430488684 0.78566859213834 0.999999999999998
AANAT 1.37291017573321 0.169780272778745 0.0234065055847168 0.981326015722697 0.999999999999941
AAR2 -0.484152363876151 0.628277741159889 -1.47732162475586 0.139589444004455 0.999999999995849
AARD 1.31127585506136 0.189764582697502 0.491048181370796 0.623392370343663 0.999999999999591
AARS2 0.53137629853769 0.595158042478666 0.623252516747281 0.533118595650007 0.999999999999966
AASDH -0.0231881532264788 0.981500188423918 1.03296066339108 0.301622307665435 0.999999999999919
AASS 0.53410501906071 0.593268877451589 -0.979068875312805 0.327545949174629 0.999999999999721
AATK -0.629100507159954 0.529283258472474 1.33692369416636 0.181247545720964 0.999999999996659
ABAT 0.356942025585363 0.72113520733385 0.185409069061279 0.852908195663058 0.999999999999999
ABCA1 -0.524361139808105 0.600027379615662 0.311758276927593 0.75522423492486 0.999999999999994
ABCA10 0.463511397236431 0.642997847365256 0.0246543250977993 0.980330687286196 0.999999999999999
ABCA13 0.0464001505122553 0.962991316552264 0.800214564962431 0.423586492522351 0.999999999999979
ABCA2 -0.362106915975227 0.717272135659358 -0.340174496173859 0.733725123238573 0.999999999999997
ABCA3 0.577042689592792 0.563910617723046 -0.639721691608429 0.522353550609942 0.999999999999955
ABCA5 -1.03506780290304 0.300637247650534 0.734625509983426 0.462567597489825 0.999999999999462
ABCA6 -0.875282101306459 0.381420430508698 2.26710605621338 0.0233837477091999 0.999999998210043
ABCA7 -1.48849198523224 0.136621194254715 0.390189022341128 0.696396778495844 0.999999999999523
ABCA8 0.256667669863242 0.797435331312482 -0.823451936244965 0.410251038864125 0.999999999999961
ABCA9 -1.14507098291384 0.25217975443466 0.786376819410138 0.431646759707972 0.999999999998843
ABCB1 -0.429470273511425 0.667581022519512 -1.64218759536743 0.100551132636153 0.9999999999914
ABCB10 -0.398698531439235 0.690115350084277 -2.2173924446106 0.0265962855633846 0.999999999808629
ABCB4 -0.87367992467192 0.382292586660866 1.24897801876068 0.211673113706333 0.999999999994434
ABCB6 0.125732585536122 0.89994360701747 1.32258701324463 0.185972755363464 0.999999999999501
ABCB8 0.648097650622831 0.516921793447627 1.61704323185387 0.105868949306882 0.999999999981781
ABCB9 -0.984866340464996 0.324689728852435 -2.02175974845886 0.043201177972433 0.999999999264186
ABCC1 0.482948752761941 0.629132124192125 -0.405797690153122 0.684891255999488 0.999999999999992
ABCC10 0.188895813629494 0.85017447475055 1.0448055267334 0.296112860040617 0.999999999999885
ABCC2 -0.220664492763027 0.825353680607651 0.0974719132644412 0.922351637970043 0.999999999999999
ABCC3 0.48035709431279 0.630973497510096 1.42217342719462 0.154975910880364 0.999999999997028
ABCC4 3.07543404955762 0.00210196409013597 -2.2649057746289 0.0235184623408037 0.999981968853944
ABCC5 1.47841577134565 0.139296526583248 2.60557770729065 0.00917194658058664 0.999999865071553
ABCC8 1.24377265744224 0.213583246275721 -1.49100597743759 0.135959925567367 0.999999999893068
ABCC9 1.50985406299057 0.131080666429515 -0.852976224972577 0.393672488811094 0.999999999992093
ABCD2 -0.328166559049492 0.742785730982809 -1.05433961491792 0.291727457821907 0.999999999999807
ABCD3 0.0839394330662145 0.933104587121966 -0.782857037943063 0.433711068595066 0.99999999999998
ABCD4 0.268431729228939 0.788367019000353 -0.254142731428146 0.799385291919957 0.999999999999998
ABCF1 1.60822197207048 0.107786572645495 4.40967556415545 1.03525600105798e-05 0.999337043130702
ABCF2 -0.264338547744249 0.791519059480467 0.0808798189092695 0.935537529554061 0.999999999999999
ABCF3 0.54288927615052 0.587206039933136 0.331981247540931 0.739903419057232 0.999999999999993
ABCG2 0.292143748743845 0.770176718284337 -1.97538100729352 0.0482249264937402 0.999999999966271
ABCG4 0.998699614677668 0.317940227392972 2.1423533741685 0.0321650568438793 0.999999998480357
ABHD10 0.872069105570949 0.383170678992142 0.775683999061584 0.437935589810265 0.999999999999654
ABHD11 -0.851535671789064 0.394471856476545 1.95548414114495 0.0505259534082257 0.999999999709359
ABHD12B 0.787495206562271 0.43099203335479 -0.935138583183288 0.349716884842607 0.999999999999381
ABHD13 0.639539282338954 0.522472167390169 0.517999231252975 0.604458805692435 0.999999999999971
ABHD14A 0.437176542062504 0.661983320583899 1.15753948688507 0.247052016230301 0.999999999999464
ABHD14B 0.0180975546007773 0.985561028778932 -1.91370224952698 0.055658211470728 0.99999999998706
ABHD15 0.0319129493143604 0.974541471840732 -0.119233199363524 0.905090604963779 1
ABHD16A 0.114349091515941 0.908961068276666 0.6118104775404 0.540663156753542 0.999999999999992
ABHD17A 0.347663374158215 0.728093005891261 0.237074494361877 0.812598998927741 0.999999999999998
ABHD17C 0.596523428803721 0.55082560714019 1.27918791770935 0.200830889535251 0.999999999997913
ABHD4 -0.30276752900941 0.762067030726054 -1.21447491320492 0.224566423921002 0.999999999999553
ABHD5 -1.23937405326497 0.215207005782292 1.54413616657257 0.122555348889472 0.999999999857413
ABHD6 1.04864693826891 0.294340644131417 0.642801225185394 0.520353088047271 0.999999999999668
ABHD8 0.767494659134603 0.442787467438331 2.9962104967088 0.00273357664453785 0.999999951665214
ABI1 0.0985060874550421 0.921530438380871 0.385035961866379 0.700210771947534 0.999999999999998
ABI2 -0.281091327310694 0.778640352919697 1.56859302520752 0.116742798687515 0.999999999996776
ABI3 0.411635038626021 0.680606945638017 -0.79158091545105 0.428605078442434 0.999999999999943
ABI3BP 0.792429387696125 0.428110349545449 0.1266214424835 0.899240024894913 0.999999999999993
ABL1 -1.69928683460893 0.0892651519501635 0.404965370893478 0.685502965577006 0.999999999998741
ABL2 -0.262002257131512 0.793319702021933 -1.79877984743559 0.0720535123790175 0.999999999988754
ABLIM1 0.111058158239697 0.911570228310546 1.39095461368561 0.164239190116761 0.999999999999279
ABLIM2 1.61768730168527 0.105730003965785 1.30418384075165 0.19217090812247 0.999999999826055
ABLIM3 1.59973885552624 0.109656528229195 0.381055772304535 0.703161864512369 0.999999999999278
ABO 0.31937723308566 0.749440472909247 -0.0854929153884764 0.931869527552967 0.999999999999999
ABRA 0.04482634865244 0.964245723010356 -0.334643214941025 0.7378942417535 0.999999999999999
ABRACL -0.470460625191912 0.638025959229609 0.645465892988797 0.518625314087513 0.99999999999997
ABT1 -1.75517075603845 0.0792301044448902 0.370457372864165 0.711041732260783 0.999999999998696
ABTB1 0.325962927352147 0.744452404217217 1.73384571075439 0.0829454626386172 0.999999999990253
ABTB2 0.623179057053729 0.533166862575681 -0.323179334402084 0.746559430629705 0.999999999999991
AC002064.5 -0.438599551602329 0.660951721990521 0.0751170789878583 0.940121559148622 0.999999999999999
AC002511.3 0.367303909390373 0.713392338314235 0.459116131067276 0.646150773364502 0.999999999999993
AC003090.1 0.500237568793984 0.616907807918083 2.08873882921715 0.0367312395097338 0.999999999858259
AC004012.1 0.161061804513583 0.872044723011484 -0.252777471223586 0.800440177809724 0.999999999999999
AC004069.2 0.16699716880384 0.867372276611433 0.625574946403503 0.531593775971535 0.999999999999991
AC004156.3 0.149668219074465 0.881026383203405 -0.486920684576035 0.626314539901494 0.999999999999996
AC004540.5 0.859031637085722 0.390323061730891 0.644416505407783 0.519305384310651 0.999999999999849
AC005013.5 -0.828978864255305 0.40711636716545 0.608810959070726 0.542649748720837 0.999999999999892
AC005082.12 0.0482036975774744 0.961553903374571 0.784749714568697 0.432600328267564 0.999999999999981
AC005224.2 0.779592619349771 0.435630701614872 -1.18509948771463 0.235978113612365 0.999999999997413
AC005281.1 -0.814813814559886 0.415178892140124 -0.928216338157654 0.353295361092111 0.999999999999333
AC005498.3 0.551645546795086 0.581191224356053 0.703017294406891 0.482044971753369 0.999999999999941
AC005523.3 -1.07533458217207 0.282224958627105 1.2285166483373 0.219253083628981 0.999999999988492
AC005618.6 -0.593136830117585 0.553089584086117 -1.41707766056061 0.156460223120105 0.999999999995419
AC005754.8 1.31709421398835 0.187807046244111 -0.559212565422058 0.576016658574458 0.999999999999375
AC006129.1 -1.60633308717373 0.108200744206413 0.949338436126709 0.342448510834993 0.999999999979132
AC006129.2 1.87136498099103 0.0612945093261189 -0.690173116960638 0.490085326945432 0.999999999986168
AC006272.2 -0.19276391048118 0.847143868612725 -2.64898800849915 0.00807331961795315 0.999999999081234
AC006273.4 0.815837149411984 0.414593282837596 -0.643869459629059 0.519660087388317 0.999999999999874
AC006946.16 -1.04176718740792 0.297519630413685 -0.0171161498874426 0.98634395505272 0.999999999999986
AC007036.6 0.0912372962762919 0.927304040380906 1.06924498081207 0.284959295132745 0.999999999999893
AC007228.9 0.639067112011296 0.522779273750161 -0.0649827271699906 0.948187752905195 0.999999999999997
AC007249.3 1.60811213940526 0.107810620985965 0.258956551551819 0.795668764067207 0.999999999999624
AC007383.3 -1.07184410777658 0.283790058034244 0.855761826038361 0.392129534416213 0.99999999999872
AC007405.4 0.257507504491578 0.796787022848601 -0.879341781139374 0.379215988367502 0.999999999999946
AC007405.6 -0.302146838196834 0.762540128241232 -2.44749466133317 0.014385325631418 0.999999999541866
AC007879.2 -0.31838229360853 0.750194967694661 -0.173576638102531 0.862198193382746 0.999999999999999
AC008268.1 -1.46330017495109 0.143385259897613 -0.88353830575943 0.376945495523309 0.999999999992217
AC008592.4 -0.70515781409755 0.480712031052531 -0.504006053153892 0.614257123328398 0.999999999999965
AC008592.8 -2.02500766587786 0.0428665770752591 -0.633644282817841 0.526312994321476 0.999999999981106
AC008746.12 1.46722783233926 0.142314088034729 -1.8720603860609 0.0611982496958336 0.999999997594243
AC009404.2 0.427633493905391 0.668917976661278 -0.234922423958778 0.814268944752643 0.999999999999998
AC009495.2 0.445678097591259 0.65582978792215 -0.0552029311656952 0.955976793765969 0.999999999999999
AC009495.3 -0.512534507495214 0.608276976008048 0.233035597317126 0.815733763936373 0.999999999999997
AC009961.3 1.16136585649705 0.245493147975715 -0.871852606200591 0.383288791593582 0.999999999997953
AC010894.3 -0.0147246040955337 0.988251890255484 0.86586982011795 0.386561555101781 0.99999999999997
AC012074.2 1.52947209271351 0.126147452264047 0.537350251312393 0.591025700361642 0.999999999998659
AC012531.25 0.945311985052257 0.344499621454471 1.68080064020206 0.0928016442709337 0.999999999909044
AC016995.3 1.66896857245369 0.0951236083344353 0.399388569354736 0.68960691512555 0.999999999998926
AC017002.1 0.0282984679878454 0.977424102480501 0.99814453758758 0.318209276073415 0.999999999999934
AC017060.1 -1.28329817255695 0.199387632684167 1.23535803072656 0.216697285210122 0.999999999971345
AC017074.2 0.272839311055875 0.784976739707351 2.86674673579348 0.00414714745649953 0.99999999645994
AC018647.3 0.151145274206273 0.879861119060381 -1.59044705470268 0.111734070957161 0.99999999999752
AC019186.1 0.381059397605087 0.70315917450643 0.0573657751083374 0.954253825594467 0.999999999999999
AC022182.3 0.772931017361074 0.439563206906905 -0.562326431274414 0.573893633170204 0.999999999999935
AC025335.1 -0.168053134997042 0.866541477756543 3.97348642349243 7.08281971260091e-05 0.999999615029249
AC026904.1 0.477020340238601 0.63334763769872 -2.50538277626038 0.012231893712612 0.999999998778727
AC061992.2 0.0926688091514223 0.926166677044951 -0.389475911855698 0.696924126310194 0.999999999999998
AC068282.3 2.23944343822876 0.0251270776883027 2.58324467996248 0.00978758815129288 0.999997072113979
AC069513.4 0.175771070542044 0.860473798116836 -0.0282367579638958 0.977473320287981 0.999999999999999
AC073133.1 -0.222567223460368 0.823872348474161 -0.40264174312903 0.687211796487626 0.999999999999997
AC073133.2 0.590218697948878 0.55504403808874 -0.193806626154716 0.846327298466462 0.999999999999996
AC073257.2 0.997210001170851 0.318662587459399 0.43689838051796 0.662185046477569 0.99999999999992
AC073283.4 0.764457415716811 0.444594704469985 -0.374555683319756 0.707990937015875 0.999999999999979
AC079610.2 0.388338035160816 0.697765893551803 -0.0306951571255922 0.97551265339819 0.999999999999999
AC079922.3 -0.202485399612131 0.83953727143301 2.38008761405945 0.0173085221989997 0.999999999769001
AC083843.1 1.97546862379879 0.0482149918656207 0.934878867179945 0.349850729081578 0.999999999909794
AC084809.3 -0.530374505408197 0.59585229869061 -0.664415684533892 0.506424297001971 0.999999999999957
AC087491.2 -1.18535816192025 0.235875866317199 -0.00927887763828039 0.992596633026308 0.999999999999974
AC090044.2 -0.0913429810782077 0.927220066752699 0.860233822412599 0.389660164016126 0.999999999999969
