Gene Z_eqtl p_eqtl Z_twas p_twas newLfdr
A1BG 0.0103425820495748 0.991747960582809 -1.29373064445664 0.195758476405907 1
A2M 0.0208351299788091 0.983377174145056 0.377453979358751 0.705836258521711 1
A3GALT2 2.97132051760594 0.00296522137954325 -0.102634213864803 0.918253287480102 1
A4GALT -1.27352152037424 0.202833040989912 1.06675890945493 0.286080718006997 1
A4GNT -0.239386072134209 0.810806228921706 -0.548530764390636 0.583327511134508 1
AAAS -0.310626120940492 0.756084867226744 -1.26417744159699 0.206166345710855 1
AACS 0.175281648081177 0.860858331239856 -1.2268617324793 0.219874563657768 1
AADAC 0.318123842200735 0.750390998895779 0.410790234804153 0.681226354232712 1
AADAT -0.476299719442433 0.633860865239456 -0.0816284846624075 0.934942149390432 1
AAGAB -0.0156749911443873 0.987493678722271 0.85486406626547 0.392626405716512 1
AAMDC 0.418780784441717 0.67537634942371 1.74515711978613 0.0809575230379852 1
AAMP -1.29956726057346 0.193749326785301 0.271939430488684 0.78566859213834 1
AANAT -0.789664175289017 0.429723918511641 0.0234065055847168 0.981326015722697 1
AAR2 0.0922581396649698 0.926492946182184 -1.47732162475586 0.139589444004455 1
AARD -0.356551577969094 0.721427532953434 0.491048181370796 0.623392370343663 1
AARS2 -0.391488111567384 0.695436474498917 0.623252516747281 0.533118595650007 1
AASDH -0.93917263875432 0.347642114518613 1.03296066339108 0.301622307665435 1
AASS -0.585327073037974 0.558327814330033 -0.979068875312805 0.327545949174629 1
AATK -0.144757051245693 0.884902693104609 1.33692369416636 0.181247545720964 1
ABAT -0.611620735374917 0.540788715880859 0.185409069061279 0.852908195663058 1
ABCA1 -0.653481536931441 0.513445888439785 0.311758276927593 0.75522423492486 1
ABCA10 -1.49436544142033 0.135080129074529 0.0246543250977993 0.980330687286196 1
ABCA13 -0.0881135861689732 0.929786398180086 0.800214564962431 0.423586492522351 1
ABCA2 0.292675240220158 0.76977039701886 -0.340174496173859 0.733725123238573 1
ABCA3 0.817546492367716 0.413616191455625 -0.639721691608429 0.522353550609942 1
ABCA5 0.205277117365878 0.837355621062533 0.734625509983426 0.462567597489825 1
ABCA6 -0.464145135427114 0.642543766079924 2.26710605621338 0.0233837477091999 1
ABCA7 0.408869289447226 0.68263558745252 0.390189022341128 0.696396778495844 1
ABCA8 -0.742927709665761 0.457525448364547 -0.823451936244965 0.410251038864125 1
ABCA9 -0.384711029356389 0.700451522739197 0.786376819410138 0.431646759707972 1
