X1 X2 pmax origIdx avgRej fdr fixedFdr
0.195758476405907 0.159474306586215 0.195758476405907 1 0.0406462083210387 1.23739072098209 0.99987034430476
0.705836258521711 0.15444943371612 0.705836258521711 2 0.500147536146356 1.0276891742155 0.99987034430476
0.918253287480102 0.0592988742515503 0.918253287480102 3 0.843685452935969 1.00617842235651 0.99987034430476
0.286080718006997 0.417482128322402 0.417482128322402 4 0.174240188846267 1.10644494108579 0.99987034430476
0.583327511134508 0.932165210402043 0.932165210402043 5 0.869209206255533 1.00521389925827 0.99987034430476
0.206166345710855 0.196563024723718 0.206166345710855 6 0.0458837415166716 1.19763206234338 0.99987034430476
0.219874563657768 0.879168015889522 0.879168015889522 7 0.77530244910003 1.00736923277119 0.99987034430476
0.681226354232712 0.496628369695942 0.681226354232712 8 0.467320743582178 1.02838404516517 0.99987034430476
0.934942149390432 0.754642109219321 0.934942149390432 9 0.874668043670699 1.00465872989999 0.99987034430476
0.392626405716512 0.621884415262542 0.621884415262542 10 0.388979049867217 1.04022077794704 0.99987034430476
0.0809575230379852 0.382704051505224 0.382704051505224 11 0.145691944526409 1.12861231638444 0.99987034430476
0.78566859213834 0.320058579978911 0.78566859213834 12 0.61751254057244 1.02035544204031 0.99987034430476
0.981326015722697 0.925520140378402 0.981326015722697 13 0.962378282679256 1.00209501035687 0.99987034430476
0.139589444004455 0.395467772360435 0.395467772360435 14 0.156830923576276 1.11315692825708 0.99987034430476
0.623392370343663 0.0618647634162394 0.623392370343663 15 0.390970787843022 1.03965256180057 0.99987034430476
0.533118595650007 0.565367418921794 0.565367418921794 16 0.321776335202125 1.05144172319956 0.99987034430476
0.301622307665435 0.613650301110984 0.613650301110984 17 0.377618766597816 1.04496410986849 0.99987034430476
0.327545949174629 0.0151063238013791 0.327545949174629 18 0.106963706107996 1.1596285466058 0.99987034430476
0.181247545720964 0.200089590014446 0.200089590014446 19 0.0429330185895544 1.21605036736694 0.99987034430476
0.852908195663058 0.165495833624554 0.852908195663058 20 0.728164650339333 1.01212537102112 0.99987034430476
0.75522423492486 0.113419994477898 0.75522423492486 21 0.570669814104456 1.02410041882833 0.99987034430476
0.980330687286196 0.290663722238847 0.980330687286196 22 0.960165240483919 1.00244701524591 0.99987034430476
0.423586492522351 0.462159102918867 0.462159102918867 23 0.213779876069637 1.08754788342107 0.99987034430476
0.733725123238573 0.780982003178546 0.780982003178546 24 0.610504573620537 1.02037238806416 0.99987034430476
0.522353550609942 0.705124197696294 0.705124197696294 25 0.49963115963411 1.02678498868889 0.99987034430476
0.462567597489825 0.424342955640727 0.462567597489825 26 0.213927412215993 1.08857454850416 0.99987034430476
0.0233837477091999 0.278851664128975 0.278851664128975 27 0.0787105340808498 1.18221007903036 0.99987034430476
0.696396778495844 0.881640986296405 0.881640986296405 28 0.779876069637061 1.00686147243291 0.99987034430476
0.410251038864125 0.360449135890803 0.410251038864125 29 0.169371496016524 1.10235209279391 0.99987034430476
0.431646759707972 0.0330512910461014 0.431646759707972 30 0.186633225140159 1.09828946520473 0.99987034430476
0.100551132636153 0.355484050892533 0.355484050892533 31 0.126143405134258 1.13992670158961 0.99987034430476
0.0265962855633846 0.920332267212544 0.920332267212544 32 0.847005016228976 1.00659130643226 0.99987034430476
0.211673113706333 0.128600276970762 0.211673113706333 33 0.0480967837120094 1.19543551569717 0.99987034430476
0.185972755363464 0.216780474438838 0.216780474438838 34 0.0502360578341694 1.1925076207386 0.99987034430476
0.105868949306882 0.106852391724317 0.106852391724317 35 0.013425789318383 1.39103391166641 0.99987034430476
0.043201177972433 0.336341642194395 0.336341642194395 36 0.112422543523163 1.15726222377595 0.99987034430476
0.684891255999488 0.726713404575147 0.726713404575147 37 0.529359693124816 1.02617739468948 0.99987034430476
0.296112860040617 0.823901270232112 0.823901270232112 38 0.677190911773385 1.01869050444582 0.99987034430476
0.922351637970043 0.910552588106562 0.922351637970043 39 0.850914724107406 1.00618722610958 0.99987034430476
0.154975910880364 0.224721554241748 0.224721554241748 40 0.0530392446149307 1.20194385063574 0.99987034430476
0.0235184623408037 0.656365467990823 0.656365467990823 41 0.432133372676306 1.03664706944742 0.99987034430476
0.00917194658058664 0.741026420993873 0.741026420993873 42 0.551342578931838 1.0224415576127 0.99987034430476
0.135959925567367 0.526472354057184 0.526472354057184 43 0.27670404249041 1.07021769404266 0.99987034430476
0.393672488811094 0.6791227326646 0.6791227326646 44 0.464517556801416 1.02855356595215 0.99987034430476
0.291727457821907 0.485737348695946 0.485737348695946 45 0.234730008852169 1.08609471237604 0.99987034430476
0.433711068595066 0.68816213304377 0.68816213304377 46 0.476246680436707 1.0286436422156 0.99987034430476
0.799385291919957 0.780711653609945 0.799385291919957 47 0.639790498672175 1.01785451617864 0.99987034430476
1.03525600105798e-05 0.0409206242973673 0.0409206242973673 48 0.00324579521982886 1.43550556247696 0.99987034430476
0.935537529554061 0.626938218998611 0.935537529554061 49 0.875848332841546 1.00453135852369 0.99987034430476
0.739903419057232 0.110490641198029 0.739903419057232 50 0.549350840956034 1.02319594748806 0.99987034430476
0.0482249264937402 0.680643248246332 0.680643248246332 51 0.466435526704042 1.02866763593516 0.99987034430476
0.0321650568438793 0.30603727598147 0.30603727598147 52 0.094054293301859 1.16753025923226 0.99987034430476
0.437935589810265 0.744546850979753 0.744546850979753 53 0.556432575981115 1.02225397321902 0.99987034430476
0.0505259534082257 0.246103934540215 0.246103934540215 54 0.0625553260548835 1.19379324012741 0.99987034430476
0.349716884842607 0.742812280412802 0.742812280412802 55 0.55377692534671 1.02261352902021 0.99987034430476
0.604458805692435 0.759665000887623 0.759665000887623 56 0.577825317202715 1.02275990149679 0.99987034430476
0.247052016230301 0.424078923216941 0.424078923216941 57 0.17984656240779 1.10326419488314 0.99987034430476
0.055658211470728 0.317950235686427 0.317950235686427 58 0.100472115668339 1.1703292264796 0.99987034430476
0.905090604963779 0.600141966176533 0.905090604963779 59 0.819563293006787 1.00751491257594 0.99987034430476
0.540663156753542 0.197767798297272 0.540663156753542 60 0.294555916199469 1.0565213484156 0.99987034430476
0.812598998927741 0.37288832205905 0.812598998927741 61 0.659265269991148 1.01916321578276 0.99987034430476
0.200830889535251 0.494727159239345 0.494727159239345 62 0.244246090292122 1.07992135347052 0.99987034430476
0.224566423921002 0.309451876749942 0.309451876749942 63 0.0955296547654175 1.17254416743672 0.99987034430476
0.122555348889472 0.252162943371766 0.252162943371766 64 0.0661699616406019 1.1776995802569 0.99987034430476
0.520353088047271 0.51420429078496 0.520353088047271 65 0.269917379758041 1.07347497135471 0.99987034430476
0.00273357664453785 0.377973917322839 0.377973917322839 66 0.142741221599292 1.12613242533277 0.99987034430476
0.700210771947534 0.459422286098336 0.700210771947534 67 0.491959280023606 1.02906938797402 0.99987034430476
0.116742798687515 0.926676430891417 0.926676430891417 68 0.85932428444969 1.00532120568795 0.99987034430476
0.428605078442434 0.436063107477084 0.436063107477084 69 0.190247860725878 1.09779866651166 0.99987034430476
0.899240024894913 0.124849860589313 0.899240024894913 70 0.809899675420478 1.00694417168126 0.99987034430476
0.685502965577006 0.805133546686257 0.805133546686257 71 0.647683682502213 1.01928235049299 0.99987034430476
0.0720535123790175 0.944850004139107 0.944850004139107 72 0.892962525818826 1.00419066679441 0.99987034430476
0.164239190116761 0.369256549414887 0.369256549414887 73 0.13676600767188 1.12647910113336 0.99987034430476
0.19217090812247 0.220932295866321 0.220932295866321 74 0.0510475066391266 1.21263000864399 0.99987034430476
0.703161864512369 0.77357776851864 0.77357776851864 75 0.598185305399823 1.02266633281167 0.99987034430476
0.931869527552967 0.694372789741406 0.931869527552967 76 0.868766597816465 1.00511396859039 0.99987034430476
0.7378942417535 0.713952996979037 0.7378942417535 77 0.546252581882561 1.02369750995413 0.99987034430476
0.518625314087513 0.659833336147573 0.659833336147573 78 0.436190616701092 1.03727770404209 0.99987034430476
0.711041732260783 0.731575252058412 0.731575252058412 79 0.537621717320744 1.02327984514434 0.99987034430476
0.0829454626386172 0.326180955836941 0.326180955836941 80 0.106299793449395 1.15813852550341 0.99987034430476
0.746559430629705 0.447875221445044 0.746559430629705 81 0.558498082030097 1.02371203815119 0.99987034430476
0.940121559148622 0.49542407941959 0.940121559148622 82 0.883741516671585 1.00494306058699 0.99987034430476
0.646150773364502 0.568172115180811 0.646150773364502 83 0.418781351431101 1.03848942960738 0.99987034430476
0.0367312395097338 0.573469211770103 0.573469211770103 84 0.33011212747123 1.05258215449362 0.99987034430476
0.800440177809724 0.761041740583092 0.800440177809724 85 0.641634700501623 1.01748418181523 0.99987034430476
0.531593775971535 0.665533953475876 0.665533953475876 86 0.444010032457952 1.03570891052994 0.99987034430476
0.626314539901494 0.690011109527333 0.690011109527333 87 0.47971377987607 1.02641026881343 0.99987034430476
0.519305384310651 0.214616353694681 0.519305384310651 88 0.268737090587194 1.074148182941 0.99987034430476
0.542649748720837 0.469411250632049 0.542649748720837 89 0.296768958394807 1.05585209595096 0.99987034430476
0.432600328267564 0.343261558216218 0.432600328267564 90 0.18766597816465 1.09668929432364 0.99987034430476
0.235978113612365 0.300724694600189 0.300724694600189 91 0.0911773384479197 1.16727331550248 0.99987034430476
0.353295361092111 0.655761005133087 0.655761005133087 92 0.431174387724993 1.03714651100992 0.99987034430476
0.482044971753369 0.429975074351204 0.482044971753369 93 0.23111537326645 1.08758042919131 0.99987034430476
0.219253083628981 0.658181474307695 0.658181474307695 94 0.434272646798466 1.03693746141709 0.99987034430476
0.156460223120105 0.522437825250965 0.522437825250965 95 0.272056653880201 1.07299971408 0.99987034430476
0.576016658574458 0.32829316939322 0.576016658574458 96 0.333431690764237 1.05079821719141 0.99987034430476
0.342448510834993 0.932970818838361 0.932970818838361 97 0.871127176158159 1.00466471657138 0.99987034430476
0.490085326945432 0.750224849958241 0.750224849958241 98 0.563809383298908 1.02355348974619 0.99987034430476
0.00807331961795315 0.30729724892696 0.30729724892696 99 0.0947919740336382 1.16698773820982 0.99987034430476
0.519660087388317 0.70859884955054 0.70859884955054 100 0.504573620537032 1.0262459564226 0.99987034430476
0.98634395505272 0.979949414703642 0.98634395505272 101 0.972484508704633 1.00145433121931 0.99987034430476
0.284959295132745 0.743141178914608 0.743141178914608 102 0.554514606078489 1.02211256794444 0.99987034430476
0.948187752905195 0.317851252268862 0.948187752905195 103 0.899527884331661 1.00363361145701 0.99987034430476
0.795668764067207 0.925587878245313 0.925587878245313 104 0.856594865742107 1.00625305114649 0.99987034430476
0.392129534416213 0.958056621954274 0.958056621954274 105 0.917453526113898 1.00378783672807 0.99987034430476
0.379215988367502 0.792039974873979 0.792039974873979 106 0.628651519622307 1.01782068993425 0.99987034430476
0.014385325631418 0.88516825891688 0.88516825891688 107 0.785851283564473 1.00687431977212 0.99987034430476
0.862198193382746 0.558462191472054 0.862198193382746 108 0.743729713779876 1.01168741707006 0.99987034430476
0.376945495523309 0.772861861114735 0.772861861114735 109 0.596636175863086 1.02351590872775 0.99987034430476
0.614257123328398 0.307328576644909 0.614257123328398 110 0.378356447329596 1.04486830941442 0.99987034430476
0.526312994321476 0.441054127481865 0.526312994321476 111 0.276482738270876 1.07046983224138 0.99987034430476
0.0611982496958336 0.456908789227731 0.456908789227731 112 0.209353791678961 1.0873370766931 0.99987034430476
0.814268944752643 0.653904116878895 0.814268944752643 113 0.662215992918265 1.0186043288133 0.99987034430476
0.955976793765969 0.744444693264864 0.955976793765969 114 0.913322514015934 1.00412767489431 0.99987034430476
0.815733763936373 0.980473858357926 0.980473858357926 115 0.96082915314252 1.00203563218281 0.99987034430476
0.383288791593582 0.284692586424731 0.383288791593582 116 0.14635585718501 1.1266241046335 0.99987034430476
0.386561555101781 0.738811269089623 0.738811269089623 117 0.547654175272942 1.02348957602202 0.99987034430476
0.591025700361642 0.550874675830629 0.591025700361642 118 0.35150486869283 1.04605928911536 0.99987034430476
0.0928016442709337 0.343875815873546 0.343875815873546 119 0.118397757450575 1.14369123979309 0.99987034430476
0.68960691512555 0.81622954137793 0.81622954137793 120 0.665092947772204 1.01886332370136 0.99987034430476
0.318209276073415 0.972169596111248 0.972169596111248 121 0.945042785482443 1.0022524581781 0.99987034430476
0.216697285210122 0.876318027811305 0.876318027811305 122 0.769917379758041 1.0081295671322 0.99987034430476
0.00414714745649953 0.0926330699260975 0.0926330699260975 123 0.0098111537326645 1.52616757732384 0.99987034430476
0.111734070957161 0.0554167984948954 0.111734070957161 124 0.0145323104160519 1.3785087430477 0.99987034430476
0.954253825594467 0.71075087438638 0.954253825594467 125 0.910298023015639 1.00397935567669 0.99987034430476
0.573893633170204 0.769649439418008 0.769649439418008 126 0.592062555326055 1.02327695283897 0.99987034430476
7.08281971260091e-05 0.610068593367979 0.610068593367979 127 0.373340218353497 1.0453628570742 0.99987034430476
