Gene Z_eqtl p_eqtl Z_twas p_twas
A1BG 0.77578807585531 0.437874125635856 -1.29373064445664 0.195758476405907
A2M 0.6055565499014 0.544809262420449 0.377453979358751 0.705836258521711
A3GALT2 0.353775301219192 0.723507284761905 -0.102634213864803 0.918253287480102
A4GALT 0.639516775523506 0.522486804041814 1.06675890945493 0.286080718006997
A4GNT -0.312189115635986 0.75489680350099 -0.548530764390636 0.583327511134508
AAAS 1.54448018858957 0.122472047066051 -1.26417744159699 0.206166345710855
AACS -1.38195060751555 0.166986867454344 -1.2268617324793 0.219874563657768
AADAC 0.248753933607755 0.803551126784018 0.410790234804153 0.681226354232712
AADAT 1.31131495495064 0.189751377896665 -0.0816284846624075 0.934942149390432
AAGAB 0.0432352155069502 0.965514033408707 0.85486406626547 0.392626405716512
AAMDC -1.7177470963005 0.0858427549259441 1.74515711978613 0.0809575230379852
AAMP -0.789324985552422 0.429922086965305 0.271939430488684 0.78566859213834
AANAT -0.743918731789333 0.456925642259302 0.0234065055847168 0.981326015722697
AAR2 -0.707530493916687 0.47923686945771 -1.47732162475586 0.139589444004455
AARD 0.135644365846339 0.892102430688858 0.491048181370796 0.623392370343663
AARS2 -1.1861699617201 0.235555186166472 0.623252516747281 0.533118595650007
AASDH 1.43820752066949 0.15037518197958 1.03296066339108 0.301622307665435
AASS -0.30476317575713 0.760546529576461 -0.979068875312805 0.327545949174629
AATK -0.250867523656609 0.80191653398721 1.33692369416636 0.181247545720964
ABAT -0.0458336069830698 0.963442872448816 0.185409069061279 0.852908195663058
ABCA1 -0.809952806112271 0.41796730037256 0.311758276927593 0.75522423492486
ABCA10 -0.60779560309303 0.543323045846382 0.0246543250977993 0.980330687286196
ABCA13 0.435860783554452 0.662937739707612 0.800214564962431 0.423586492522351
ABCA2 0.675246922725183 0.499518899524212 -0.340174496173859 0.733725123238573
ABCA3 1.35656310938078 0.174920070126312 -0.639721691608429 0.522353550609942
ABCA5 -0.396448960588298 0.691773853258268 0.734625509983426 0.462567597489825
ABCA6 0.188872637286658 0.850192639848812 2.26710605621338 0.0233837477091999
ABCA7 0.326972351086295 0.743688797463451 0.390189022341128 0.696396778495844
ABCA8 -1.13385488633782 0.256855423473651 -0.823451936244965 0.410251038864125
ABCA9 0.828730259930062 0.407257058909023 0.786376819410138 0.431646759707972
ABCB1 -1.99386849111215 0.0461664281610265 -1.64218759536743 0.100551132636153
ABCB10 -0.179676286093844 0.85740671139734 -2.2173924446106 0.0265962855633846
ABCB4 0.173319645280246 0.86240018267178 1.24897801876068 0.211673113706333
ABCB6 0.385624604540071 0.699774708281814 1.32258701324463 0.185972755363464
ABCB8 1.17262957878851 0.240944382516725 1.61704323185387 0.105868949306882
ABCB9 -0.557298119993499 0.577323759976776 -2.02175974845886 0.043201177972433
ABCC1 0.719589699068631 0.471777656187445 -0.405797690153122 0.684891255999488
ABCC10 -0.249097471561828 0.803285385229264 1.0448055267334 0.296112860040617
ABCC2 0.159531770991226 0.873249929205222 0.0974719132644412 0.922351637970043
ABCC3 2.0143798373676 0.0439696695825547 1.42217342719462 0.154975910880364
ABCC4 0.45591996166504 0.648447534573165 -2.2649057746289 0.0235184623408037
ABCC5 -0.973321375982927 0.330393601706922 2.60557770729065 0.00917194658058664
ABCC8 1.66919863940234 0.0950780196764505 -1.49100597743759 0.135959925567367
ABCC9 -0.988754318873239 0.322783359347302 -0.852976224972577 0.393672488811094
ABCD2 -0.749625079770986 0.453480541528555 -1.05433961491792 0.291727457821907
ABCD3 -0.559604370431956 0.575749323182898 -0.782857037943063 0.433711068595066
ABCD4 -0.0738777648072905 0.941107648604162 -0.254142731428146 0.799385291919957
ABCF1 -1.25701243671716 0.20874913219697 4.40967556415545 1.03525600105798e-05
ABCF2 -0.174249693828232 0.861669232828438 0.0808798189092695 0.935537529554061
ABCF3 -1.01605936217007 0.30960111919316 0.331981247540931 0.739903419057232
ABCG2 2.07892066617336 0.0376246428826081 -1.97538100729352 0.0482249264937402
ABCG4 1.27805666559107 0.201229446950546 2.1423533741685 0.0321650568438793
ABHD10 -0.629229730652287 0.52919866748943 0.775683999061584 0.437935589810265
ABHD11 1.19032673079063 0.233917998414523 1.95548414114495 0.0505259534082257
ABHD12B 1.58824568660223 0.112230793855722 -0.935138583183288 0.349716884842607
ABHD13 0.46709293542441 0.640433388352474 0.517999231252975 0.604458805692435
ABHD14A -0.0438470136910455 0.965026351590643 1.15753948688507 0.247052016230301
ABHD14B 1.45844130847178 0.144718941549174 -1.91370224952698 0.055658211470728
ABHD15 1.150666152861 0.249869606292699 -0.119233199363524 0.905090604963779
ABHD16A -0.518315390869685 0.604238236300719 0.6118104775404 0.540663156753542
ABHD17A 0.932819183040652 0.350913334957202 0.237074494361877 0.812598998927741
ABHD17C -0.317751206477938 0.750673665417805 1.27918791770935 0.200830889535251
ABHD4 -1.39389141622431 0.163350396767842 -1.21447491320492 0.224566423921002
ABHD5 0.772254875147282 0.439963486040901 1.54413616657257 0.122555348889472
ABHD6 0.676799322348834 0.498533288164107 0.642801225185394 0.520353088047271
ABHD8 0.694959242797241 0.487080844038166 2.9962104967088 0.00273357664453785
ABI1 0.275535430962585 0.782904908872027 0.385035961866379 0.700210771947534
ABI2 0.800565632614773 0.423383153339339 1.56859302520752 0.116742798687515
ABI3 -1.95683345912882 0.0503670518654256 -0.79158091545105 0.428605078442434
ABI3BP 0.496223869366206 0.619736472113933 0.1266214424835 0.899240024894913
ABL1 0.473430513775996 0.635906064376723 0.404965370893478 0.685502965577006
ABL2 0.295553108568972 0.767571388420334 -1.79877984743559 0.0720535123790175
ABLIM1 -0.107175635089364 0.914649644459363 1.39095461368561 0.164239190116761
ABLIM2 0.456049848987219 0.648354132377608 1.30418384075165 0.19217090812247
ABLIM3 1.87222183763311 0.0611759191007722 0.381055772304535 0.703161864512369
ABO -0.985270600491759 0.324491169709924 -0.0854929153884764 0.931869527552967
ABRA 0.825682476051861 0.408984235534158 -0.334643214941025 0.7378942417535
ABRACL 0.628703205286782 0.529543379301104 0.645465892988797 0.518625314087513
ABT1 -0.585110093956608 0.558473692117713 0.370457372864165 0.711041732260783
ABTB1 1.06493320391612 0.286906157980902 1.73384571075439 0.0829454626386172
ABTB2 -0.640200057167717 0.522042545640818 -0.323179334402084 0.746559430629705
AC002064.5 -1.64113543933971 0.10076930363515 0.0751170789878583 0.940121559148622
AC002511.3 0.573457801120189 0.566334763561549 0.459116131067276 0.646150773364502
AC003090.1 1.22544736290243 0.220406710986121 2.08873882921715 0.0367312395097338
AC004012.1 -0.953507619381498 0.340332937525052 -0.252777471223586 0.800440177809724
AC004069.2 0.454186954464347 0.649694271761138 0.625574946403503 0.531593775971535
AC004156.3 0.169458621769502 0.865435916650684 -0.486920684576035 0.626314539901494
AC004540.5 -1.8029444836089 0.0713969339209525 0.644416505407783 0.519305384310651
AC005013.5 -0.618741690757018 0.536086540394955 0.608810959070726 0.542649748720837
AC005082.12 -1.44460659952397 0.148568418014418 0.784749714568697 0.432600328267564
AC005224.2 -0.889298177356196 0.373842850801269 -1.18509948771463 0.235978113612365
AC005281.1 -0.2704373471566 0.786823811236884 -0.928216338157654 0.353295361092111
AC005498.3 -2.15976270618555 0.0307910440713262 0.703017294406891 0.482044971753369
AC005523.3 -0.854469676569282 0.392844804006074 1.2285166483373 0.219253083628981
AC005618.6 0.527232332310485 0.59803225852708 -1.41707766056061 0.156460223120105
AC005754.8 -0.103891992040646 0.917255062143673 -0.559212565422058 0.576016658574458
AC006129.1 -0.334169908598648 0.73825134951956 0.949338436126709 0.342448510834993
